Partido,Localidad,link Indec,Velocidad (Mbps),Provincia,Accesos
MISIONES,Libertador Grl. San Martín,Puerto Leoni,54077050.0,6.0,20.0
MISIONES,Libertador Grl. San Martín,Puerto Leoni,54077050.0,7.0,304.0
MISIONES,Libertador Grl. San Martín,Puerto Rico,54077060.0,1.0,281.0
MISIONES,Libertador Grl. San Martín,Puerto Rico,54077060.0,3.0,708.0
MISIONES,Libertador Grl. San Martín,Puerto Rico,54077060.0,6.0,2093.0
MISIONES,Libertador Grl. San Martín,Puerto Rico,54077060.0,10.0,1455.0
MISIONES,Libertador Grl. San Martín,Puerto Rico,54077060.0,15.0,46.0
MISIONES,Libertador Grl. San Martín,Puerto Rico,54077060.0,20.0,582.0
MISIONES,Libertador Grl. San Martín,Ruiz de Montoya,54077070.0,0.5,1.0
MISIONES,Libertador Grl. San Martín,Ruiz de Montoya,54077070.0,1.0,45.0
MISIONES,Libertador Grl. San Martín,Ruiz de Montoya,54077070.0,3.0,86.0
MISIONES,Libertador Grl. San Martín,Ruiz de Montoya,54077070.0,5.0,3.0
MISIONES,Libertador Grl. San Martín,Ruiz de Montoya,54077070.0,6.0,121.0
MISIONES,Libertador Grl. San Martín,Ruiz de Montoya,54077070.0,10.0,67.0
MISIONES,Libertador Grl. San Martín,Ruiz de Montoya,54077070.0,20.0,30.0
MISIONES,Libertador Grl. San Martín,San Miguel,54077100.0,10.0,1.0
MISIONES,Montecarlo,Montecarlo,54084030.0,1.0,37.0
MISIONES,Montecarlo,Montecarlo,54084030.0,3.0,434.0
MISIONES,Montecarlo,Montecarlo,54084030.0,5.0,777.0
MISIONES,Montecarlo,Montecarlo,54084030.0,6.0,269.0
MISIONES,Montecarlo,Montecarlo,54084030.0,7.0,1569.0
MISIONES,Montecarlo,Montecarlo,54084030.0,10.0,424.0
MISIONES,Montecarlo,Montecarlo,54084030.0,12.0,114.0
MISIONES,Montecarlo,Montecarlo,54084030.0,15.0,42.0
MISIONES,Montecarlo,Montecarlo,54084030.0,20.0,21.0
MISIONES,Montecarlo,Montecarlo,54084030.0,30.0,13.0
MISIONES,Montecarlo,Montecarlo,54084030.0,50.0,1.0
MISIONES,Montecarlo,Puerto Piray,54084050.0,0.5,2.0
MISIONES,Montecarlo,Puerto Piray,54084050.0,1.0,1.0
MISIONES,Montecarlo,Puerto Piray,54084050.0,3.0,5.0
MISIONES,Montecarlo,Puerto Piray,54084050.0,6.0,17.0
MISIONES,Montecarlo,Puerto Piray,54084050.0,10.0,185.0
MISIONES,Montecarlo,Puerto Piray,54084050.0,15.0,19.0
MISIONES,Montecarlo,Puerto Piray,54084050.0,20.0,24.0
MISIONES,Montecarlo,Taruma,54084060.0,0.5,1.0
MISIONES,Oberá,Alberdi,54091010.0,3.0,15.0
MISIONES,Oberá,Alberdi,54091010.0,5.0,10.0
MISIONES,Oberá,Campo Ramón,54091020.0,0.0,15.0
MISIONES,Oberá,Campo Ramón,54091020.0,0.5,1.0
MISIONES,Oberá,Campo Ramón,54091020.0,2.0,324.0
MISIONES,Oberá,Campo Ramón,54091020.0,3.0,9.0
MISIONES,Oberá,Campo Ramón,54091020.0,5.0,3.0
MISIONES,Oberá,Campo Viera,54091030.0,10.0,865.0
MISIONES,Oberá,Campo Viera,54091030.0,30.0,626.0
MISIONES,Oberá,Campo Viera,54091030.0,50.0,489.0
MISIONES,Oberá,General Alvear,54091050.0,3.0,9.0
MISIONES,Oberá,Guaraní,54091060.0,4.0,22.0
MISIONES,Oberá,Guaraní,54091060.0,10.0,2.0
MISIONES,Oberá,Guaraní,54091060.0,20.0,1.0
MISIONES,Oberá,Los Helechos,54091070.0,0.0,20.0
MISIONES,Oberá,Los Helechos,54091070.0,3.0,15.0
MISIONES,Oberá,Los Helechos,54091070.0,5.0,5.0
MISIONES,Oberá,Oberá,54091080.0,1.0,13.0
MISIONES,Oberá,Oberá,54091080.0,3.0,44.0
MISIONES,Oberá,Oberá,54091080.0,4.0,385.0
MISIONES,Oberá,Oberá,54091080.0,5.0,145.0
MISIONES,Oberá,Oberá,54091080.0,6.0,100.0
MISIONES,Oberá,Oberá,54091080.0,10.0,1185.0
MISIONES,Oberá,Oberá,54091080.0,15.0,21.0
MISIONES,Oberá,Oberá,54091080.0,20.0,2436.0
MISIONES,Oberá,Oberá,54091080.0,30.0,16.0
MISIONES,Oberá,Oberá,54091080.0,50.0,334.0
MISIONES,Oberá,Oberá,54091080.0,100.0,34.0
MISIONES,Oberá,Oberá,54091080.0,200.0,4.0
MISIONES,Oberá,Panambí,54091090.0,3.0,18.0
MISIONES,Oberá,Panambí,54091090.0,5.0,3.0
MISIONES,Oberá,Panambi Kilómetro 15,54091105.0,0.0,50.0
MISIONES,Oberá,Panambí Kilómetro 8,54091100.0,0.0,50.0
MISIONES,Oberá,Panambí Kilómetro 8,54091100.0,3.0,19.0
MISIONES,Oberá,Panambí Kilómetro 8,54091100.0,5.0,5.0
MISIONES,Oberá,San Martín,54091110.0,3.0,6.0
MISIONES,Oberá,San Martín,54091110.0,5.0,1.0
MISIONES,Oberá,San Martín,54091110.0,10.0,1.0
MISIONES,Oberá,Villa Bonita,54091120.0,2.0,24.0
MISIONES,Oberá,Villa Bonita,54091120.0,3.0,10.0
MISIONES,Oberá,Villa Bonita,54091120.0,5.0,2.0
MISIONES,San Ignacio,Colonia Polana,54098010.0,7.0,46.0
MISIONES,San Ignacio,Corpus,54098020.0,5.0,165.0
MISIONES,San Ignacio,Corpus,54098020.0,6.0,124.0
MISIONES,San Ignacio,Corpus,54098020.0,7.0,510.0
MISIONES,San Ignacio,General Urquiza,54098040.0,6.0,7.0
MISIONES,San Ignacio,General Urquiza,54098040.0,7.0,119.0
MISIONES,San Ignacio,Gobernador Roca,54098050.0,0.5,2.0
MISIONES,San Ignacio,Gobernador Roca,54098050.0,1.0,4.0
MISIONES,San Ignacio,Gobernador Roca,54098050.0,3.0,6.0
MISIONES,San Ignacio,Gobernador Roca,54098050.0,5.0,9.0
MISIONES,San Ignacio,Gobernador Roca,54098050.0,6.0,18.0
MISIONES,San Ignacio,Gobernador Roca,54098050.0,7.0,503.0
MISIONES,San Ignacio,Gobernador Roca,54098050.0,10.0,131.0
MISIONES,San Ignacio,Gobernador Roca,54098050.0,15.0,14.0
MISIONES,San Ignacio,Gobernador Roca,54098050.0,20.0,2.0
MISIONES,San Ignacio,Helvecia,54098060.0,7.0,92.0
MISIONES,San Ignacio,Hipólito Yrigoyen,54098070.0,5.0,116.0
MISIONES,San Ignacio,Hipólito Yrigoyen,54098070.0,6.0,52.0
MISIONES,San Ignacio,Hipólito Yrigoyen,54098070.0,7.0,293.0
MISIONES,San Ignacio,Jardín América,54098080.0,1.0,1.0
MISIONES,San Ignacio,Jardín América,54098080.0,3.0,27.0
MISIONES,San Ignacio,Jardín América,54098080.0,5.0,18.0
MISIONES,San Ignacio,Jardín América,54098080.0,6.0,94.0
MISIONES,San Ignacio,Jardín América,54098080.0,7.0,2184.0
MISIONES,San Ignacio,Jardín América,54098080.0,10.0,161.0
MISIONES,San Ignacio,Jardín América,54098080.0,15.0,78.0
MISIONES,San Ignacio,Jardín América,54098080.0,20.0,2.0
MISIONES,San Ignacio,Jardín América,54098080.0,30.0,39.0
MISIONES,San Ignacio,Jardín América,54098080.0,45.0,28.0
MISIONES,San Ignacio,Jardín América,54098080.0,100.0,1590.0
MISIONES,San Ignacio,Jardín América,54098080.0,150.0,1008.0
MISIONES,San Ignacio,Jardín América,54098080.0,300.0,132.0
MISIONES,San Ignacio,Oasis,54098090.0,5.0,18.0
MISIONES,San Ignacio,Oasis,54098090.0,6.0,11.0
MISIONES,San Ignacio,Oasis,54098090.0,7.0,185.0
MISIONES,San Ignacio,Roca Chica,54098100.0,5.0,68.0
MISIONES,San Ignacio,Roca Chica,54098100.0,6.0,35.0
MISIONES,San Ignacio,Roca Chica,54098100.0,7.0,190.0
MISIONES,San Ignacio,San Ignacio,54098110.0,0.5,1.0
MISIONES,San Ignacio,San Ignacio,54098110.0,1.0,3.0
MISIONES,San Ignacio,San Ignacio,54098110.0,3.0,5.0
MISIONES,San Ignacio,San Ignacio,54098110.0,5.0,11.0
MISIONES,San Ignacio,San Ignacio,54098110.0,6.0,52.0
MISIONES,San Ignacio,San Ignacio,54098110.0,7.0,928.0
MISIONES,San Ignacio,San Ignacio,54098110.0,10.0,252.0
MISIONES,San Ignacio,San Ignacio,54098110.0,15.0,26.0
MISIONES,San Ignacio,San Ignacio,54098110.0,20.0,2.0
MISIONES,San Ignacio,Santo Pipó,54098120.0,1.0,3.0
MISIONES,San Ignacio,Santo Pipó,54098120.0,3.0,3.0
MISIONES,San Ignacio,Santo Pipó,54098120.0,5.0,17.0
MISIONES,San Ignacio,Santo Pipó,54098120.0,6.0,41.0
MISIONES,San Ignacio,Santo Pipó,54098120.0,7.0,388.0
MISIONES,San Ignacio,Santo Pipó,54098120.0,10.0,124.0
MISIONES,San Ignacio,Santo Pipó,54098120.0,15.0,8.0
MISIONES,San Javier,Florentino Ameghino,54105010.0,0.0,60.0
MISIONES,San Javier,Itacaruaré,54105020.0,2.0,95.0
MISIONES,San Javier,Mojón Grande,54105030.0,0.0,35.0
MISIONES,San Javier,San Javier,54105040.0,0.0,40.0
MISIONES,San Javier,San Javier,54105040.0,0.5,3.0
MISIONES,San Javier,San Javier,54105040.0,2.0,1302.0
MISIONES,San Javier,San Javier,54105040.0,3.0,400.0
MISIONES,San Pedro,Cruce Caballero,54112010.0,5.0,32.0
MISIONES,San Pedro,Cruce Caballero,54112010.0,10.0,5.0
MISIONES,San Pedro,Cruce Caballero,54112010.0,20.0,1.0
MISIONES,San Pedro,Paraíso,54112020.0,0.0,8.0
MISIONES,San Pedro,Paraíso,54112020.0,5.0,500.0
MISIONES,San Pedro,Paraíso,54112020.0,10.0,95.0
MISIONES,San Pedro,Piñalito Sur,54112030.0,5.0,22.0
MISIONES,San Pedro,Piñalito Sur,54112030.0,10.0,3.0
MISIONES,San Pedro,San Pedro,54112040.0,1.0,4.0
MISIONES,San Pedro,San Pedro,54112040.0,2.0,5.0
MISIONES,San Pedro,San Pedro,54112040.0,3.0,18.0
MISIONES,San Pedro,San Pedro,54112040.0,4.0,1.0
MISIONES,San Pedro,San Pedro,54112040.0,5.0,776.0
MISIONES,San Pedro,San Pedro,54112040.0,6.0,4.0
MISIONES,San Pedro,San Pedro,54112040.0,10.0,864.0
MISIONES,San Pedro,San Pedro,54112040.0,11.0,1.0
MISIONES,San Pedro,San Pedro,54112040.0,12.0,2.0
MISIONES,San Pedro,San Pedro,54112040.0,15.0,8.0
MISIONES,San Pedro,San Pedro,54112040.0,20.0,59.0
MISIONES,San Pedro,San Pedro,54112040.0,30.0,2.0
MISIONES,San Pedro,San Pedro,54112040.0,50.0,1.0
MISIONES,San Pedro,Tobuna,54112050.0,5.0,12.0
MISIONES,San Pedro,Tobuna,54112050.0,10.0,3.0
NEUQUEN,Aluminé,Aluminé,58007010.0,0.5,1.0
NEUQUEN,Aluminé,Aluminé,58007010.0,0.512,1.0
NEUQUEN,Aluminé,Aluminé,58007010.0,5.0,681.0
NEUQUEN,Aluminé,Aluminé,58007010.0,10.0,37.0
NEUQUEN,Aluminé,Aluminé,58007010.0,12.0,240.0
NEUQUEN,Aluminé,Aluminé,58007010.0,15.0,254.0
NEUQUEN,Aluminé,Aluminé,58007010.0,25.0,20.0
NEUQUEN,Aluminé,Aluminé,58007010.0,30.0,25.0
NEUQUEN,Aluminé,Moquehue,58007015.0,0.0,1.0
NEUQUEN,Aluminé,Moquehue,58007015.0,3.0,25.0
NEUQUEN,Aluminé,Moquehue,58007015.0,5.0,59.0
NEUQUEN,Aluminé,Moquehue,58007015.0,8.0,71.0
NEUQUEN,Aluminé,Moquehue,58007015.0,10.0,27.0
NEUQUEN,Aluminé,Moquehue,58007015.0,12.0,1.0
NEUQUEN,Aluminé,Moquehue,58007015.0,15.0,14.0
NEUQUEN,Aluminé,Moquehue,58007015.0,20.0,1.0
NEUQUEN,Aluminé,Villa Pehuenia,58007020.0,0.0,1.0
NEUQUEN,Aluminé,Villa Pehuenia,58007020.0,0.5,2.0
NEUQUEN,Aluminé,Villa Pehuenia,58007020.0,0.512,1.0
NEUQUEN,Aluminé,Villa Pehuenia,58007020.0,3.0,152.0
NEUQUEN,Aluminé,Villa Pehuenia,58007020.0,5.0,212.0
NEUQUEN,Aluminé,Villa Pehuenia,58007020.0,8.0,251.0
NEUQUEN,Aluminé,Villa Pehuenia,58007020.0,10.0,41.0
NEUQUEN,Aluminé,Villa Pehuenia,58007020.0,12.0,1.0
NEUQUEN,Aluminé,Villa Pehuenia,58007020.0,15.0,71.0
NEUQUEN,Aluminé,Villa Pehuenia,58007020.0,20.0,17.0
NEUQUEN,Añelo,Añelo,58014010.0,0.0,1.0
NEUQUEN,Añelo,Añelo,58014010.0,0.256,1.0
NEUQUEN,Añelo,Añelo,58014010.0,0.5,1.0
NEUQUEN,Añelo,Añelo,58014010.0,0.512,13.0
NEUQUEN,Añelo,Añelo,58014010.0,1.0,15.0
NEUQUEN,Añelo,Añelo,58014010.0,3.0,232.0
NEUQUEN,Añelo,Añelo,58014010.0,6.0,83.0
NEUQUEN,Añelo,Añelo,58014010.0,10.0,108.0
NEUQUEN,Añelo,Añelo,58014010.0,20.0,2.0
NEUQUEN,Añelo,Añelo,58014010.0,30.0,366.0
NEUQUEN,Añelo,San Patricio del Chañar,58014020.0,0.0,1.0
NEUQUEN,Añelo,San Patricio del Chañar,58014020.0,0.5,1.0
NEUQUEN,Añelo,San Patricio del Chañar,58014020.0,0.512,1.0
NEUQUEN,Añelo,San Patricio del Chañar,58014020.0,1.0,200.0
NEUQUEN,Añelo,San Patricio del Chañar,58014020.0,6.0,11.0
NEUQUEN,Añelo,San Patricio del Chañar,58014020.0,10.0,2.0
NEUQUEN,Añelo,San Patricio del Chañar,58014020.0,12.0,44.0
NEUQUEN,Añelo,San Patricio del Chañar,58014020.0,30.0,1.0
NEUQUEN,Añelo,San Patricio del Chañar,58014020.0,50.0,94.0
NEUQUEN,Añelo,San Patricio del Chañar,58014020.0,100.0,434.0
NEUQUEN,Añelo,San Patricio del Chañar,58014020.0,300.0,261.0
NEUQUEN,Añelo,San Patricio del Chañar,58014020.0,500.0,9.0
NEUQUEN,Añelo,San Patricio del Chañar,58014020.0,1000.0,5.0
NEUQUEN,Catan LilL,Las Coloradas,58021010.0,0.0,0.0
NEUQUEN,Catan LilL,Las Coloradas,58021010.0,0.5,1.0
NEUQUEN,Catan LilL,Las Coloradas,58021010.0,5.0,34.0
NEUQUEN,Catan LilL,Las Coloradas,58021010.0,10.0,18.0
NEUQUEN,Catan LilL,Las Coloradas,58021010.0,15.0,9.0
NEUQUEN,Chos Malal,Chos Malal,58042010.0,0.0,381.0
NEUQUEN,Chos Malal,Chos Malal,58042010.0,0.5,3.0
NEUQUEN,Chos Malal,Chos Malal,58042010.0,0.512,1.0
NEUQUEN,Chos Malal,Chos Malal,58042010.0,0.75,10.0
NEUQUEN,Chos Malal,Chos Malal,58042010.0,3.0,304.0
NEUQUEN,Chos Malal,Chos Malal,58042010.0,3.5,80.0
NEUQUEN,Chos Malal,Chos Malal,58042010.0,6.0,71.0
NEUQUEN,Chos Malal,Chos Malal,58042010.0,8.0,103.0
NEUQUEN,Chos Malal,Chos Malal,58042010.0,10.0,8.0
NEUQUEN,Chos Malal,Chos Malal,58042010.0,12.0,3.0
NEUQUEN,Chos Malal,Chos Malal,58042010.0,15.0,246.0
NEUQUEN,Chos Malal,Tricao Malal,58042020.0,10.0,44.0
NEUQUEN,Collón Curá,Piedra del Águila,58028010.0,0.0,0.0
NEUQUEN,Collón Curá,Piedra del Águila,58028010.0,0.5,1.0
NEUQUEN,Collón Curá,Piedra del Águila,58028010.0,0.512,1.0
NEUQUEN,Collón Curá,Santo Tomás,58028020.0,0.0,0.0
NEUQUEN,Collón Curá,Santo Tomás,58028020.0,1.0,1.0
NEUQUEN,Confluencia,11 de Octubre,58035080.0,0.0,32.0
NEUQUEN,Confluencia,11 de Octubre,58035080.0,50.0,418.0
NEUQUEN,Confluencia,Arroyito,58035010.0,1.0,22.0
NEUQUEN,Confluencia,Arroyito,58035010.0,2.0,4.0
NEUQUEN,Confluencia,Arroyito,58035010.0,3.0,3.0
NEUQUEN,Confluencia,Arroyito,58035010.0,100.0,1.0
NEUQUEN,Confluencia,Barrio Ruca Luhé,58035020.0,50.0,8.0
NEUQUEN,Confluencia,Centenario,58035030.0,0.0,2479.0
NEUQUEN,Confluencia,Centenario,58035030.0,0.5,1.0
NEUQUEN,Confluencia,Centenario,58035030.0,0.512,2.0
NEUQUEN,Confluencia,Centenario,58035030.0,3.0,31.0
NEUQUEN,Confluencia,Centenario,58035030.0,5.0,1.0
NEUQUEN,Confluencia,Centenario,58035030.0,6.0,173.0
NEUQUEN,Confluencia,Centenario,58035030.0,10.0,10.0
NEUQUEN,Confluencia,Centenario,58035030.0,15.0,9.0
NEUQUEN,Confluencia,Centenario,58035030.0,30.0,1.0
NEUQUEN,Confluencia,Centenario,58035030.0,50.0,2910.0
NEUQUEN,Confluencia,Centenario,58035030.0,100.0,1217.0
NEUQUEN,Confluencia,Centenario,58035030.0,300.0,935.0
NEUQUEN,Confluencia,Centenario,58035030.0,500.0,50.0
NEUQUEN,Confluencia,Centenario,58035030.0,1000.0,19.0
NEUQUEN,Confluencia,Cutral Có,58035040.0,0.0,58.0
NEUQUEN,Confluencia,Cutral Có,58035040.0,0.512,3.0
NEUQUEN,Confluencia,Cutral Có,58035040.0,2.0,430.0
NEUQUEN,Confluencia,Cutral Có,58035040.0,3.0,377.0
NEUQUEN,Confluencia,Cutral Có,58035040.0,3.5,4562.0
NEUQUEN,Confluencia,Cutral Có,58035040.0,6.0,1099.0
NEUQUEN,Confluencia,Cutral Có,58035040.0,10.0,1805.0
NEUQUEN,Confluencia,Cutral Có,58035040.0,15.0,280.0
NEUQUEN,Confluencia,Cutral Có,58035040.0,30.0,270.0
NEUQUEN,Confluencia,El Chocón,58035050.0,0.512,1.0
NEUQUEN,Confluencia,El Chocón,58035050.0,5.0,49.0
NEUQUEN,Confluencia,El Chocón,58035050.0,7.0,111.0
NEUQUEN,Confluencia,El Chocón,58035050.0,8.0,63.0
NEUQUEN,Confluencia,El Chocón,58035050.0,10.0,16.0
NEUQUEN,Confluencia,Mari Menuco,58035060.0,6.0,100.0
NEUQUEN,Confluencia,Neuquén,58035070.0,0.0,54.0
NEUQUEN,Confluencia,Neuquén,58035070.0,0.5,24.0
NEUQUEN,Confluencia,Neuquén,58035070.0,0.512,36.0
NEUQUEN,Confluencia,Neuquén,58035070.0,0.75,385.0
NEUQUEN,Confluencia,Neuquén,58035070.0,1.0,27.0
NEUQUEN,Confluencia,Neuquén,58035070.0,2.0,238.0
NEUQUEN,Confluencia,Neuquén,58035070.0,3.0,542.0
NEUQUEN,Confluencia,Neuquén,58035070.0,3.5,4179.0
NEUQUEN,Confluencia,Neuquén,58035070.0,4.0,122.0
NEUQUEN,Confluencia,Neuquén,58035070.0,5.0,24.0
NEUQUEN,Confluencia,Neuquén,58035070.0,6.0,595.0
NEUQUEN,Confluencia,Neuquén,58035070.0,8.0,1577.0
NEUQUEN,Confluencia,Neuquén,58035070.0,10.0,889.0
NEUQUEN,Confluencia,Neuquén,58035070.0,12.0,44.0
NEUQUEN,Confluencia,Neuquén,58035070.0,15.0,1921.0
NEUQUEN,Confluencia,Neuquén,58035070.0,20.0,806.0
NEUQUEN,Confluencia,Neuquén,58035070.0,25.0,21.0
NEUQUEN,Confluencia,Neuquén,58035070.0,30.0,11288.0
NEUQUEN,Confluencia,Neuquén,58035070.0,50.0,4171.0
NEUQUEN,Confluencia,Neuquén,58035070.0,100.0,27649.0
NEUQUEN,Confluencia,Neuquén,58035070.0,300.0,23704.0
NEUQUEN,Confluencia,Neuquén,58035070.0,500.0,2248.0
NEUQUEN,Confluencia,Neuquén,58035070.0,1000.0,557.0
NEUQUEN,Confluencia,Plaza Huincul,58035090.0,0.5,1.0
NEUQUEN,Confluencia,Plaza Huincul,58035090.0,0.512,1.0
NEUQUEN,Confluencia,Plaza Huincul,58035090.0,2.0,148.0
NEUQUEN,Confluencia,Plaza Huincul,58035090.0,3.0,114.0
NEUQUEN,Confluencia,Plaza Huincul,58035090.0,6.0,341.0
NEUQUEN,Confluencia,Plaza Huincul,58035090.0,10.0,414.0
NEUQUEN,Confluencia,Plaza Huincul,58035090.0,15.0,209.0
NEUQUEN,Confluencia,Plaza Huincul,58035090.0,30.0,196.0
NEUQUEN,Confluencia,Plottier,58035100.0,0.0,2.0
NEUQUEN,Confluencia,Plottier,58035100.0,0.512,2.0
NEUQUEN,Confluencia,Plottier,58035100.0,0.75,1.0
NEUQUEN,Confluencia,Plottier,58035100.0,1.0,47.0
NEUQUEN,Confluencia,Plottier,58035100.0,2.0,122.0
NEUQUEN,Confluencia,Plottier,58035100.0,3.0,1156.0
NEUQUEN,Confluencia,Plottier,58035100.0,3.5,1.0
NEUQUEN,Confluencia,Plottier,58035100.0,4.0,1100.0
NEUQUEN,Confluencia,Plottier,58035100.0,5.0,6.0
NEUQUEN,Confluencia,Plottier,58035100.0,6.0,4486.0
NEUQUEN,Confluencia,Plottier,58035100.0,8.0,458.0
NEUQUEN,Confluencia,Plottier,58035100.0,10.0,587.0
NEUQUEN,Confluencia,Plottier,58035100.0,12.0,14.0
NEUQUEN,Confluencia,Plottier,58035100.0,14.0,1.0
NEUQUEN,Confluencia,Plottier,58035100.0,15.0,12.0
NEUQUEN,Confluencia,Plottier,58035100.0,20.0,213.0
NEUQUEN,Confluencia,Plottier,58035100.0,30.0,1.0
NEUQUEN,Confluencia,Plottier,58035100.0,40.0,56.0
NEUQUEN,Confluencia,Plottier,58035100.0,50.0,169.0
NEUQUEN,Confluencia,Plottier,58035100.0,100.0,1685.0
NEUQUEN,Confluencia,Plottier,58035100.0,300.0,885.0
NEUQUEN,Confluencia,Plottier,58035100.0,500.0,82.0
NEUQUEN,Confluencia,Plottier,58035100.0,1000.0,21.0
NEUQUEN,Confluencia,Senillosa,58035110.0,0.5,1.0
NEUQUEN,Confluencia,Senillosa,58035110.0,0.512,1.0
NEUQUEN,Confluencia,Senillosa,58035110.0,1.0,17.0
NEUQUEN,Confluencia,Senillosa,58035110.0,2.0,139.0
NEUQUEN,Confluencia,Senillosa,58035110.0,3.0,628.0
NEUQUEN,Confluencia,Senillosa,58035110.0,4.0,151.0
NEUQUEN,Confluencia,Senillosa,58035110.0,5.0,22.0
NEUQUEN,Confluencia,Senillosa,58035110.0,6.0,257.0
NEUQUEN,Confluencia,Senillosa,58035110.0,8.0,123.0
NEUQUEN,Confluencia,Senillosa,58035110.0,10.0,303.0
NEUQUEN,Confluencia,Senillosa,58035110.0,30.0,1.0
NEUQUEN,Confluencia,Villa El Chocón,58035120.0,3.0,7.0
NEUQUEN,Confluencia,Villa El Chocón,58035120.0,5.0,42.0
NEUQUEN,Confluencia,Villa El Chocón,58035120.0,7.0,135.0
NEUQUEN,Confluencia,Villa El Chocón,58035120.0,8.0,54.0
NEUQUEN,Confluencia,Villa El Chocón,58035120.0,10.0,23.0
NEUQUEN,Confluencia,Vista Alegre Norte,58035130.0,0.0,176.0
NEUQUEN,Confluencia,Vista Alegre Norte,58035130.0,1.0,5.0
NEUQUEN,Confluencia,Vista Alegre Norte,58035130.0,6.0,280.0
NEUQUEN,Confluencia,Vista Alegre Norte,58035130.0,50.0,330.0
NEUQUEN,Confluencia,Vista Alegre Sur,58035140.0,0.0,120.0
NEUQUEN,Confluencia,Vista Alegre Sur,58035140.0,0.512,1.0
NEUQUEN,Confluencia,Vista Alegre Sur,58035140.0,6.0,270.0
NEUQUEN,Confluencia,Vista Alegre Sur,58035140.0,50.0,325.0
NEUQUEN,Huiliches,Junín de los Andes,58049010.0,0.0,1072.0
NEUQUEN,Huiliches,Junín de los Andes,58049010.0,0.5,1.0
NEUQUEN,Huiliches,Junín de los Andes,58049010.0,0.512,1.0
NEUQUEN,Huiliches,Junín de los Andes,58049010.0,1.0,36.0
NEUQUEN,Huiliches,Junín de los Andes,58049010.0,2.0,22.0
NEUQUEN,Huiliches,Junín de los Andes,58049010.0,3.0,195.0
NEUQUEN,Huiliches,Junín de los Andes,58049010.0,3.5,115.0
NEUQUEN,Huiliches,Junín de los Andes,58049010.0,5.0,661.0
NEUQUEN,Huiliches,Junín de los Andes,58049010.0,8.0,195.0
NEUQUEN,Huiliches,Junín de los Andes,58049010.0,10.0,300.0
NEUQUEN,Huiliches,Junín de los Andes,58049010.0,12.0,1392.0
NEUQUEN,Huiliches,Junín de los Andes,58049010.0,15.0,368.0
NEUQUEN,Huiliches,Junín de los Andes,58049010.0,20.0,425.0
NEUQUEN,Huiliches,Junín de los Andes,58049010.0,25.0,178.0
NEUQUEN,Huiliches,Junín de los Andes,58049010.0,30.0,613.0
NEUQUEN,Huiliches,Junín de los Andes,58049010.0,50.0,3.0
NEUQUEN,Huiliches,Junín de los Andes,58049010.0,100.0,2.0
NEUQUEN,Lácar,San Martín de los Andes,58056010.0,0.0,6544.0
NEUQUEN,Lácar,San Martín de los Andes,58056010.0,0.512,4.0
NEUQUEN,Lácar,San Martín de los Andes,58056010.0,2.0,1.0
NEUQUEN,Lácar,San Martín de los Andes,58056010.0,3.0,221.0
NEUQUEN,Lácar,San Martín de los Andes,58056010.0,5.0,4302.0
NEUQUEN,Lácar,San Martín de los Andes,58056010.0,8.0,1190.0
NEUQUEN,Lácar,San Martín de los Andes,58056010.0,10.0,114.0
NEUQUEN,Lácar,San Martín de los Andes,58056010.0,12.0,1856.0
NEUQUEN,Lácar,San Martín de los Andes,58056010.0,15.0,57.0
NEUQUEN,Lácar,San Martín de los Andes,58056010.0,20.0,67.0
NEUQUEN,Lácar,San Martín de los Andes,58056010.0,30.0,1532.0
NEUQUEN,Lácar,San Martín de los Andes,58056010.0,50.0,11.0
NEUQUEN,Lácar,San Martín de los Andes,58056010.0,100.0,1.0
NEUQUEN,Lácar,San Martín de los Andes,58056010.0,150.0,3.0
NEUQUEN,Lácar,San Martín de los Andes,58056010.0,300.0,2.0
NEUQUEN,Lácar,San Martín de los Andes,58056010.0,400.0,1.0
NEUQUEN,Lácar,Villa Lago Meliquina,58056020.0,0.0,5.0
NEUQUEN,Lácar,Villa Lago Meliquina,58056020.0,3.0,2.0
NEUQUEN,Lácar,Villa Lago Meliquina,58056020.0,5.0,353.0
NEUQUEN,Lácar,Villa Lago Meliquina,58056020.0,8.0,110.0
NEUQUEN,Lácar,Villa Lago Meliquina,58056020.0,12.0,12.0
NEUQUEN,Lácar,Villa Lago Meliquina,58056020.0,20.0,3.0
NEUQUEN,Lácar,Villa Lago Meliquina,58056020.0,30.0,5.0
NEUQUEN,Loncopué,Chorriaca,58063010.0,0.5,1.0
NEUQUEN,Loncopué,Chorriaca,58063010.0,1.0,18.0
NEUQUEN,Loncopué,Chorriaca,58063010.0,2.0,39.0
NEUQUEN,Loncopué,Chorriaca,58063010.0,3.0,3.0
NEUQUEN,Loncopué,Loncopué,58063020.0,0.0,1.0
NEUQUEN,Loncopué,Loncopué,58063020.0,0.5,4.0
NEUQUEN,Loncopué,Loncopué,58063020.0,0.512,1.0
NEUQUEN,Loncopué,Loncopué,58063020.0,1.0,2.0
NEUQUEN,Loncopué,Loncopué,58063020.0,2.0,94.0
NEUQUEN,Loncopué,Loncopué,58063020.0,5.0,590.0
NEUQUEN,Loncopué,Loncopué,58063020.0,10.0,310.0
NEUQUEN,Loncopué,Loncopué,58063020.0,12.0,266.0
NEUQUEN,Loncopué,Loncopué,58063020.0,15.0,35.0
NEUQUEN,Loncopué,Loncopué,58063020.0,20.0,10.0
